Model,Scenario,Format,Success,RulesFired,GenerationTimeMs,ErrorMessage
llama4,Insurance Premium Tier,ENGLISH,true,1,127608,
llama4,Tax Bracket,DRL,false,0,106678,"ERROR: [ERR 102] Line 53:163 mismatched input '<eof>' in rule ""Tax Rate High Income""
ERROR: Parser returned a null Package
ERROR: Verifier could not form a PackageDescr from the resources that it was trying to verify."
llama4,Tax Bracket,YAML,true,1,79995,
llama4,Tax Bracket,ENGLISH,true,1,116517,
llama4,Status Transition,DRL,true,1,30879,
llama4,Status Transition,YAML,true,1,43638,
llama4,Status Transition,ENGLISH,true,1,68937,
llama4,Priority Assignment,DRL,false,0,180568,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=34, column=0
   text=Duplicate rule name: Assign Priority Based on Severity], Message [id=2, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=56, column=0
   text=Duplicate rule name: Assign Priority Based on Severity], Message [id=3, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=63, column=0
   text=Duplicate rule name: Assign Priority Based on Severity], Message [id=4, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=70, column=0
   text=Duplicate rule name: Assign Priority Based on Severity], Message [id=5, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=77, column=0
   text=Duplicate rule name: Assign Priority Based on Severity], Message [id=6, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=93, column=0
   text=Duplicate rule name: Assign Priority Based on Severity], Message [id=7, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=34, column=0
   text=Rule Compilation error The method modify(Ticket) is undefined for the type Rule_Assign_Priority_Based_on_Severity847419646
Syntax error, insert "";"" to complete Statement
severity cannot be resolved
The method setPriority(int) is undefined for the type Rule_Assign_Priority_Based_on_Severity847419646
severity cannot be resolved
The method setPriority(int) is undefined for the type Rule_Assign_Priority_Based_on_Severity847419646
severity cannot be resolved
The method setPriority(int) is undefined for the type Rule_Assign_Priority_Based_on_Severity847419646
severity cannot be resolved
The method setPriority(int) is undefined for the type Rule_Assign_Priority_Based_on_Severity847419646
end cannot be resolved to a type
Syntax error on token ""even"", ; expected
better cannot be resolved to a type
Syntax error, insert "";"" to complete LocalVariableDeclarationStatement
Syntax error on token ""package"", yield expected
yield outside of switch expression
org.drools.generated cannot be resolved to a type
declare cannot be resolved to a type
Syntax error, insert "";"" to complete LocalVariableDeclarationStatement
Syntax error, insert "":: IdentifierOrNew"" to complete ReferenceExpression
Syntax error, insert ""AssignmentOperator Expression"" to complete Assignment
Syntax error, insert "";"" to complete Statement
String cannot be resolved to a variable
Syntax error, insert "":: IdentifierOrNew"" to complete ReferenceExpression
Syntax error, insert ""AssignmentOperator Expression"" to complete Assignment
Syntax error, insert "";"" to complete Statement
String cannot be resolved to a variable
Syntax error, insert "". class"" to complete Expression
Syntax error, insert ""AssignmentOperator Expression"" to complete Expression
Syntax error, insert "";"" to complete Statement
The left-hand side of an assignment must be a variable], Message [id=8, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=9, column=0
   text=Rule Compilation error end cannot be resolved to a type
Syntax error on token ""more"", ; expected
idiomatic cannot be resolved to a type
Syntax error, insert "";"" to complete LocalVariableDeclarationStatement
to cannot be resolved to a type
Syntax error on token ""this"", ; expected
rule cannot be resolved to a type
Syntax error, insert "";"" to complete LocalVariableDeclarationStatement
Syntax error on token ""package"", yield expected
yield outside of switch expression
org.drools.generated cannot be resolved to a type
declare cannot be resolved to a type
Syntax error, insert "";"" to complete LocalVariableDeclarationStatement
Syntax error, insert "":: IdentifierOrNew"" to complete ReferenceExpression
Syntax error, insert ""AssignmentOperator Expression"" to complete Assignment
Syntax error, insert "";"" to complete Statement
String cannot be resolved to a variable
Syntax error, insert "":: IdentifierOrNew"" to complete ReferenceExpression
Syntax error, insert ""AssignmentOperator Expression"" to complete Assignment
Syntax error, insert "";"" to complete Statement
String cannot be resolved to a variable
Syntax error, insert "". class"" to complete Expression
Syntax error, insert ""AssignmentOperator Expression"" to complete Expression
Syntax error, insert "";"" to complete Statement
The left-hand side of an assignment must be a variable], Message [id=9, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=93, column=0
   text=Rule Compilation error The method modify(Ticket) is undefined for the type Rule_Assign_Priority_Based_on_Severity1443341173
Syntax error, insert "";"" to complete Statement
severity cannot be resolved
The method setPriority(int) is undefined for the type Rule_Assign_Priority_Based_on_Severity1443341173
severity cannot be resolved
The method setPriority(int) is undefined for the type Rule_Assign_Priority_Based_on_Severity1443341173
severity cannot be resolved
The method setPriority(int) is undefined for the type Rule_Assign_Priority_Based_on_Severity1443341173
The method setPriority(int) is undefined for the type Rule_Assign_Priority_Based_on_Severity1443341173], Message [id=10, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=77, column=0
   text=Rule Compilation error end cannot be resolved to a type
Syntax error, insert "";"" to complete LocalVariableDeclarationStatement
even cannot be resolved to a type
Syntax error on token ""a"", ; expected
single cannot be resolved to a type
Syntax error on token ""with"", ; expected
Syntax error on token(s), misplaced construct(s)
Syntax error on token ""package"", yield expected
yield outside of switch expression
org.drools.generated cannot be resolved to a type
declare cannot be resolved to a type
Syntax error, insert "";"" to complete LocalVariableDeclarationStatement
Syntax error, insert "":: IdentifierOrNew"" to complete ReferenceExpression
Syntax error, insert ""AssignmentOperator Expression"" to complete Assignment
Syntax error, insert "";"" to complete Statement
String cannot be resolved to a variable
Syntax error, insert "":: IdentifierOrNew"" to complete ReferenceExpression
Syntax error, insert ""AssignmentOperator Expression"" to complete Assignment
Syntax error, insert "";"" to complete Statement
String cannot be resolved to a variable
Syntax error, insert "". class"" to complete Expression
Syntax error, insert ""AssignmentOperator Expression"" to complete Expression
Syntax error, insert "";"" to complete Statement
The left-hand side of an assignment must be a variable]]"
llama4,Priority Assignment,YAML,false,0,85078,"Execution failed: Failed to execute DRL with JSON facts: DRL compilation errors: [Message [id=1, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=16, column=0
   text=Duplicate rule name: Assign Priority Based on Severity], Message [id=2, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=23, column=0
   text=Duplicate rule name: Assign Priority Based on Severity], Message [id=3, kieBase=defaultKieBase, level=ERROR, path=file0.drl, line=30, column=0
   text=Duplicate rule name: Assign Priority Based on Severity]]"
llama4,Priority Assignment,ENGLISH,true,1,117586,
llama4,Grade Calculation,DRL,true,1,70210,
llama4,Grade Calculation,YAML,true,1,104527,
llama4,Grade Calculation,ENGLISH,true,1,149386,
